"Relative humidity, %",Air temperature at vent (C),"Air pressure  at vent, atm",vent diameter (m),vent elevation (m),initial velocity (m/s),magma temperature (c),weight fraction gas,magma specific heat (j/kg k),magma density (kg/m3),mixture density (kg/m3),mass fraction water added,mass flux total (kg/s),calculated height (km),sparks heigth (km),mastin et al 2009 height (km),inum,z,m_m,m_a,m_v,m_l,m_i,u,r,T_mix,T_air,rho_mix,rho_air,time,p_air,water,ice,vent equivalent init (m),mer eq,run,mass flux (kg/s),dry plume height (km),delta z (km),region,Ri,Thermal Ri,g prime,Ri_T
0,0.0,1.0,249.2,0.0,125.0,900.0,0.03,1000.0,2500.0,2.148,0.23,13100000.0,2.68,14.702,15.752,1.0,0.0,0.746,0.001,0.253,0.0,0.0,125.0,124.6,402.9,273.1,2.148,1.292,0.0,101300.0,0.0,0.0,118.2,30834091.32,Grid_Runs_out_run140195.txt,10087000.0,15.095,-12.415,2.0,0.049167453,0.683543571,15.30950464,0.069536768
0,0.0,1.0,215.6,0.0,125.0,900.0,0.03,1000.0,2500.0,2.224,0.24,10200000.0,2.469,13.781,14.815,1.0,0.0,0.736,0.001,0.263,0.0,0.0,125.0,107.8,374.9,273.1,2.224,1.292,0.0,101300.0,0.0,0.0,103.4,23595939.76,Grid_Runs_out_run130418.txt,7752000.0,14.454,-11.985,2.0,0.046829866,0.689517663,15.88656347,0.060161024
0,0.0,1.0,194.2,0.0,125.0,900.0,0.03,1000.0,2500.0,2.272,0.25,8410000.0,2.374,13.14,14.16,1.0,0.0,0.727,0.001,0.258,0.0142,0.0,125.0,97.1,373.2,273.1,2.272,1.292,0.0,101300.0,32.3,0.0,93.5,19293873.33,Grid_Runs_out_run140197.txt,6307500.0,14.001,-11.627,2.0,0.044527074,0.628350317,16.25102167,0.054189568
0,0.0,1.0,173.2,0.0,125.0,900.0,0.03,1000.0,2500.0,2.321,0.26,6830000.0,2.41,12.463,13.467,1.0,0.0,0.717,0.001,0.253,0.0294,0.0,125.0,86.6,373.2,273.1,2.321,1.292,0.0,101300.0,68.1,0.0,83.7,15461339.53,Grid_Runs_out_run137571.txt,5054200.0,13.527,-11.117,2.0,0.041853068,0.561568334,16.62307276,0.048329728
0,0.0,1.0,162.3,0.0,125.0,900.0,0.03,1000.0,2500.0,2.373,0.27,6140000.0,2.119,12.128,13.123,1.0,0.0,0.707,0.001,0.247,0.0445,0.0,125.0,81.2,373.2,273.1,2.373,1.292,0.0,101300.0,106.0,0.0,78.8,13704040.59,Grid_Runs_out_run143951.txt,4482200.0,13.277,-11.158,2.0,0.041394094,0.528177343,17.01790248,0.045288192
0,0.0,1.0,141.3,0.0,125.0,900.0,0.03,1000.0,2500.0,2.426,0.28,4760000.0,2.233,11.369,12.342,1.0,0.0,0.698,0.001,0.242,0.0597,0.0,125.0,70.7,373.2,273.1,2.426,1.292,0.0,101300.0,145.0,0.0,68.9,10476944.54,Grid_Runs_out_run137566.txt,3427200.0,12.736,-10.503,1.0,0.037968089,0.460713911,17.42032508,0.039428352
0,0.0,1.0,130.7,0.0,125.0,900.0,0.03,1000.0,2500.0,2.482,0.29,4160000.0,2.049,10.989,11.951,1.0,0.0,0.688,0.001,0.236,0.0748,0.0,125.0,65.4,373.2,273.1,2.482,1.292,0.0,101300.0,186.0,0.0,64.0,9039744.365,Grid_Runs_out_run144678.txt,2953600.0,12.443,-10.394,1.0,0.037009516,0.427322919,17.84552632,0.036470528
0,0.0,1.0,120.2,0.0,125.0,900.0,0.03,1000.0,2500.0,2.54,0.3,3600000.0,1.916,10.592,11.541,1.0,0.0,0.678,0.001,0.231,0.09,0.0,125.0,60.1,373.2,273.1,2.54,1.292,0.0,101300.0,229.0,0.0,59.1,7708522.831,Grid_Runs_out_run131741.txt,2520000.0,12.124,-10.208,1.0,0.035841695,0.393931927,18.28591331,0.033540608
0,0.0,1.0,109.7,0.0,125.0,900.0,0.03,1000.0,2500.0,2.602,0.31,3070000.0,1.824,10.173,11.107,1.0,0.0,0.669,0.001,0.225,0.105,0.0,125.0,54.8,373.2,273.1,2.602,1.292,0.0,101300.0,274.0,0.0,54.2,6483279.941,Grid_Runs_out_run140232.txt,2118300.0,11.766,-9.942,1.0,0.034503015,0.360540936,18.75667183,0.030610688
0,0.0,1.0,99.1,0.0,125.0,900.0,0.03,1000.0,2500.0,2.666,0.32,2570000.0,1.767,9.721,10.639,1.0,0.0,0.659,0.001,0.22,0.12,0.0,125.0,49.5,373.2,273.1,2.666,1.292,0.0,101300.0,321.0,0.0,49.2,5342277.051,Grid_Runs_out_run136137.txt,1747600.0,11.327,-9.56,1.0,0.032850222,0.326468495,19.2426161,0.027652864
0,0.0,1.0,88.7,0.0,125.0,900.0,0.03,1000.0,2500.0,2.734,0.33,2110000.0,1.747,9.251,10.15,1.0,0.0,0.649,0.001,0.214,0.135,0.0,125.0,44.4,373.2,273.1,2.734,1.292,0.0,101300.0,370.0,0.0,44.3,4331154.277,Grid_Runs_out_run135236.txt,1413700.0,10.739,-8.992,1.0,0.031042412,0.293077504,19.75893189,0.024750848
0,0.0,1.0,78.5,0.0,125.0,900.0,0.03,1000.0,2500.0,2.805,0.34,1700000.0,1.91,8.75,9.627,1.0,0.0,0.64,0.001,0.209,0.151,0.0,125.0,39.3,373.2,273.1,2.805,1.292,0.0,101300.0,422.0,0.0,39.4,3426010.147,Grid_Runs_out_run142822.txt,1122000.0,10.074,-8.164,1.0,0.028968207,0.259686512,20.29802632,0.02190464
0,0.0,1.0,73.1,0.0,125.0,900.0,0.03,1000.0,2500.0,2.88,0.35,1510000.0,1.624,8.496,9.362,1.0,0.0,0.63,0.001,0.203,0.166,0.0,125.0,36.6,373.2,273.1,2.88,1.292,0.0,101300.0,477.0,0.0,36.9,3005030.841,Grid_Runs_out_run131926.txt,981500.0,9.72,-8.096,1.0,0.028474974,0.242650292,20.86749226,0.020397824
0,0.0,1.0,68.0,0.0,125.0,900.0,0.03,1000.0,2500.0,2.959,0.36,1340000.0,1.501,8.243,9.097,1.0,0.0,0.62,0.001,0.198,0.181,0.0,125.0,34.0,373.2,273.1,2.959,1.292,0.0,101300.0,535.0,0.0,34.5,2626844.661,Grid_Runs_out_run142167.txt,857600.0,9.369,-7.868,1.0,0.027947384,0.22629552,21.46732972,0.01897472
0,0.0,1.0,52.7,0.0,125.0,900.0,0.03,1000.0,2500.0,3.131,0.38,855000.0,1.58,7.351,8.16,1.0,0.0,0.601,0.001,0.187,0.211,0.0,125.0,26.4,373.2,273.1,3.131,1.292,0.0,101300.0,661.0,0.0,27.1,1620819.985,Grid_Runs_out_run130524.txt,530100.0,8.206,-6.626,1.0,0.024217956,0.175868309,22.77330495,0.014705408
0,0.0,1.0,47.6,0.0,125.0,900.0,0.03,1000.0,2500.0,3.224,0.39,716000.0,1.519,7.027,7.819,1.0,0.0,0.591,0.001,0.182,0.226,0.0,125.0,23.8,373.2,273.1,3.224,1.292,0.0,101300.0,730.0,0.0,24.6,1335569.263,Grid_Runs_out_run137136.txt,436760.0,7.775,-6.256,1.0,0.023095571,0.158832088,23.47944272,0.013282304
0,0.0,1.0,42.6,0.0,125.0,900.0,0.03,1000.0,2500.0,3.324,0.4,593000.0,1.52,6.698,7.471,1.0,0.0,0.581,0.001,0.176,0.242,0.0,125.0,21.3,373.2,273.1,3.324,1.292,0.0,101300.0,803.0,0.0,22.2,1087682.523,Grid_Runs_out_run133366.txt,355800.0,7.328,-5.808,1.0,0.021921141,0.142477317,24.23873065,0.011887104
0,0.0,1.0,39.8,0.0,125.0,900.0,0.03,1000.0,2500.0,3.43,0.41,534000.0,1.292,6.524,7.286,1.0,0.0,0.572,0.001,0.171,0.257,0.0,125.0,19.9,373.2,273.1,3.43,1.292,0.0,101300.0,880.0,0.0,20.9,964026.0586,Grid_Runs_out_run139144.txt,315060.0,7.101,-5.809,1.0,0.021714031,0.133618482,25.04357585,0.011105792
0,0.0,1.0,35.0,0.0,125.0,900.0,0.03,1000.0,2500.0,3.542,0.42,426000.0,1.292,6.159,6.899,1.0,0.0,0.562,0.001,0.165,0.272,0.0,125.0,17.5,373.2,273.1,3.542,1.292,0.0,101300.0,963.0,0.0,18.5,755335.0852,Grid_Runs_out_run134721.txt,247080.0,6.665,-5.373,1.0,0.02022743,0.117263711,25.89397833,0.0097664
0,0.0,1.0,32.3,0.0,125.0,900.0,0.03,1000.0,2500.0,3.663,0.43,375000.0,1.175,5.961,6.689,1.0,0.0,0.552,0.001,0.16,0.287,0.0,125.0,16.1,373.2,273.1,3.663,1.292,0.0,101300.0,1050.0,0.0,17.2,652909.6614,Grid_Runs_out_run143254.txt,213750.0,6.418,-5.243,1.0,0.019817391,0.108404876,26.81271672,0.009012992
0,0.0,1.0,27.5,0.0,125.0,900.0,0.03,1000.0,2500.0,3.792,0.44,282000.0,1.215,5.548,6.248,1.0,0.0,0.543,0.001,0.154,0.302,0.0,125.0,13.8,373.2,273.1,3.792,1.292,0.0,101300.0,1150.0,0.0,14.8,483414.4545,Grid_Runs_out_run129464.txt,157920.0,5.937,-4.722,1.0,0.017979938,0.092050105,27.79219814,0.0076736
0,0.0,1.0,24.9,0.0,125.0,900.0,0.03,1000.0,2500.0,3.93,0.45,239000.0,1.114,5.319,6.003,1.0,0.0,0.533,0.001,0.149,0.317,0.0,125.0,12.4,373.2,273.1,3.93,1.292,0.0,101300.0,1250.0,0.0,13.5,402220.0709,Grid_Runs_out_run142198.txt,131450.0,5.66,-4.546,1.0,0.017305933,0.083191271,28.84001548,0.006948096
0,0.0,1.0,21.4,0.0,125.0,900.0,0.03,1000.0,2500.0,4.079,0.46,183000.0,1.11,4.969,5.628,1.0,0.0,0.523,0.001,0.143,0.332,0.0,125.0,10.7,373.2,273.1,4.079,1.292,0.0,101300.0,1360.0,0.0,11.7,302111.9644,Grid_Runs_out_run145948.txt,98820.0,5.255,-4.145,1.0,0.015845622,0.070925192,29.97135449,0.005971456
0,0.0,1.0,19.0,0.0,125.0,900.0,0.03,1000.0,2500.0,4.239,0.47,150000.0,1.025,4.726,5.366,1.0,0.0,0.514,0.001,0.138,0.348,0.0,125.0,9.5,373.2,273.1,4.239,1.292,0.0,101300.0,1470.0,0.0,10.5,243318.3145,Grid_Runs_out_run129817.txt,79500.0,4.969,-3.944,1.0,0.015036817,0.062747806,31.18621517,0.00530176
0,0.0,1.0,15.4,0.0,125.0,900.0,0.03,1000.0,2500.0,4.413,0.48,103000.0,1.09,4.291,4.896,1.0,0.0,0.504,0.001,0.132,0.363,0.0,125.0,7.7,373.2,273.1,4.413,1.292,0.0,101300.0,1600.0,0.0,8.6,163227.4153,Grid_Runs_out_run139382.txt,53560.0,4.482,-3.392,1.0,0.013043036,0.049800279,32.50737616,0.004297216
0,0.0,1.0,8.7,0.0,125.0,900.0,0.03,1000.0,2500.0,4.601,0.49,34000.0,3.997,3.24,3.751,1.0,0.0,0.494,0.001,0.127,0.378,0.0,125.0,4.3,373.2,273.1,4.601,1.292,0.0,101300.0,1740.0,0.0,4.9,52989.32183,Grid_Runs_out_run136295.txt,17340.0,3.356,0.641,3.0,0.007879149,0.024586673,33.93483746,0.002427648
0,0.0,1.0,12.6,0.0,125.0,900.0,0.03,1000.0,2500.0,4.601,0.49,71300.0,1.08,3.912,4.485,1.0,0.0,0.494,0.001,0.127,0.378,0.0,125.0,6.3,373.2,273.1,4.601,1.292,0.0,101300.0,1740.0,0.0,7.1,111253.2992,Grid_Runs_out_run137752.txt,36363.0,4.06,-2.98,1.0,0.011416726,0.039578547,33.93483746,0.003515904
0,0.0,1.0,8.6,0.0,125.0,900.0,0.03,1000.0,2500.0,4.807,0.5,34700.0,4.348,3.256,3.769,1.0,0.0,0.485,0.001,0.121,0.393,0.0,125.0,4.3,373.2,273.1,4.807,1.292,0.0,101300.0,1890.0,0.0,4.9,52989.32183,Grid_Runs_out_run139643.txt,17350.0,3.356,0.992,3.0,0.008369661,0.024586673,35.49897059,0.002399744
0,0.0,1.0,9.6,0.0,125.0,900.0,0.03,1000.0,2500.0,4.807,0.5,43700.0,1.033,3.453,3.985,1.0,0.0,0.485,0.001,0.121,0.393,0.0,125.0,4.8,373.2,273.1,4.807,1.292,0.0,101300.0,1890.0,0.0,5.5,66760.80738,Grid_Runs_out_run133662.txt,21850.0,3.561,-2.528,1.0,0.009394518,0.028675366,35.49897059,0.002678784
0,0.0,1.0,3.8,0.0,125.0,900.0,0.03,1000.0,2500.0,5.031,0.51,7130.0,0.602,2.179,2.575,1.0,0.0,0.475,0.001,0.116,0.408,0.0,125.0,1.9,373.2,273.1,5.031,1.292,0.0,101300.0,2050.0,0.0,2.2,10681.72918,Grid_Runs_out_run138305.txt,3493.7,2.231,-1.629,1.0,0.00399728,0.006187555,37.19977554,0.001060352
0,0.0,1.0,1309.4,0.0,125.0,1100.0,0.03,1000.0,2500.0,5.214,0.0,878000000.0,2.269,42.781,43.399,1.0,0.0,0.969,0.001,0.03,0.0,0.0,125.0,654.7,1373.3,273.1,5.214,1.292,0.0,101300.0,0.0,0.0,1102.8,2684044526.0,Grid_Runs_out_run151943.txt,878000000.0,2.269,0.0,,2.101797226,0.554336305,38.58927245,0.373678953
0,0.0,1.0,1696.7,0.0,125.0,1100.0,0.03,1000.0,2500.0,4.097,0.01,1160000000.0,2.65,45.9,46.395,1.0,0.0,0.959,0.001,0.0397,0.0,0.0,125.0,848.3,1327.9,273.1,4.097,1.292,0.0,101300.0,0.0,0.0,1260.3,3505452396.0,Grid_Runs_out_run149721.txt,1148400000.0,1.8,0.85,3.0,1.717881764,0.67766375,30.10802632,0.484207331
0,0.0,1.0,2218.4,0.0,125.0,1100.0,0.03,1000.0,2500.0,3.414,0.02,1650000000.0,2.677,50.217,50.526,1.0,0.0,0.95,0.001,0.0494,0.0,0.0,125.0,1109.2,1284.8,273.1,3.414,1.292,0.0,101300.0,0.0,0.0,1496.6,4943194318.0,Grid_Runs_out_run158331.txt,1617000000.0,1.595,1.082,3.0,1.543254628,0.859757767,24.92208978,0.633091025
0,0.0,1.0,2772.3,0.0,125.0,1100.0,0.03,1000.0,2500.0,2.961,0.03,2230000000.0,3.093,54.239,54.358,1.0,0.0,0.94,0.001,0.059,0.0,0.0,125.0,1386.2,1241.2,273.1,2.961,1.292,0.0,101300.0,0.0,0.0,1732.9,6627400325.0,Grid_Runs_out_run163748.txt,2163100000.0,1.498,1.595,3.0,1.405452933,1.066798893,21.48251548,0.791164015
0,0.0,1.0,3489.2,0.0,125.0,1100.0,0.03,1000.0,2500.0,2.638,0.04,3150000000.0,3.349,59.202,59.066,1.0,0.0,0.93,0.001,0.0687,0.0,0.0,125.0,1744.6,1198.4,273.1,2.638,1.292,0.0,101300.0,0.0,0.0,2048.0,9256698230.0,Grid_Runs_out_run162034.txt,3024000000.0,1.424,1.925,3.0,1.339557869,1.352598163,19.03001548,0.99575424
0,0.0,1.0,4528.8,0.0,125.0,1100.0,0.03,1000.0,2500.0,2.397,0.05,4830000000.0,3.38,65.958,65.444,1.0,0.0,0.921,0.001,0.0784,0.0,0.0,125.0,2264.4,1157.6,273.1,2.397,1.292,0.0,101300.0,0.0,0.0,2520.6,14021809584.0,Grid_Runs_out_run149511.txt,4588500000.0,1.362,2.018,3.0,1.353482602,1.784352839,17.20013158,1.292437178
0,0.0,1.0,5628.0,0.0,125.0,1100.0,0.03,1000.0,2500.0,2.212,0.06,6880000000.0,3.821,72.17,71.278,1.0,0.0,0.911,0.001,0.0881,0.0,0.0,125.0,2814.0,1117.5,273.1,2.212,1.292,0.0,101300.0,0.0,0.0,2993.2,19772777274.0,Grid_Runs_out_run160886.txt,6467200000.0,1.325,2.496,3.0,1.338166125,2.273891185,15.79544892,1.606128873
0,0.0,1.0,7085.6,0.0,125.0,1100.0,0.03,1000.0,2500.0,2.067,0.07,10200000000.0,4.234,79.742,78.356,1.0,0.0,0.901,0.001,0.0978,0.0,0.0,125.0,3542.8,1078.2,273.1,2.067,1.292,0.0,101300.0,0.0,0.0,3623.4,28975354713.0,Grid_Runs_out_run148186.txt,9486000000.0,1.294,2.94,3.0,1.36459712,2.957190125,14.69448142,2.022101411
0,0.0,1.0,8926.8,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.951,0.08,15300000000.0,4.747,88.37,86.378,1.0,0.0,0.892,0.001,0.107,0.0,0.0,125.0,4463.4,1039.7,273.1,1.951,1.292,0.0,101300.0,0.0,0.0,4411.1,42942765363.0,Grid_Runs_out_run163426.txt,14076000000.0,1.27,3.477,3.0,1.412598646,3.87186405,13.81370743,2.547546415
0,0.0,1.0,11168.5,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.858,0.09,22800000000.0,5.577,97.802,95.102,1.0,0.0,0.882,0.001,0.117,0.0,0.0,125.0,5584.2,1002.0,273.1,1.858,1.292,0.0,101300.0,0.0,0.0,5356.3,63317824963.0,Grid_Runs_out_run150763.txt,20748000000.0,,,,1.473220631,5.062222009,13.10756966,3.187286836
0,0.0,1.0,14836.0,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.783,0.1,38500000000.0,5.721,111.798,107.97,1.0,0.0,0.872,0.001,0.127,0.0,0.0,125.0,7418.0,965.0,273.1,1.783,1.292,0.0,101300.0,0.0,0.0,6931.7,106000000000.0,Grid_Runs_out_run151049.txt,34650000000.0,,,,1.653894177,7.063511926,12.53810372,4.233924655
0,0.0,1.0,19321.4,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.722,0.11,63100000000.0,6.387,126.728,121.606,1.0,0.0,0.862,0.001,0.137,0.0,0.0,125.0,9660.7,928.6,273.1,1.722,1.292,0.0,101300.0,0.0,0.0,8822.2,172000000000.0,Grid_Runs_out_run154611.txt,56159000000.0,,,,1.843451951,9.708953936,12.07493808,5.513976262
0,0.0,1.0,25345.7,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.673,0.12,106000000000.0,7.297,144.394,137.637,1.0,0.0,0.853,0.001,0.146,0.0,0.0,125.0,12672.8,892.9,273.1,1.673,1.292,0.0,101300.0,0.0,0.0,11342.8,284000000000.0,Grid_Runs_out_run156161.txt,93280000000.0,,,,2.100060072,13.50148892,11.702887,7.233201949
0,0.0,1.0,34391.1,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.634,0.13,190000000000.0,8.084,167.597,158.54,1.0,0.0,0.843,0.001,0.156,0.0,0.0,125.0,17195.5,857.7,273.1,1.634,1.292,0.0,101300.0,0.0,0.0,15123.7,505000000000.0,Grid_Runs_out_run156590.txt,165000000000.0,,,,2.513452184,19.51042086,11.40676471,9.814594647
0,0.0,1.0,49474.6,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.603,0.14,385000000000.0,8.151,200.639,188.056,1.0,0.0,0.833,0.001,0.166,0.0,0.0,125.0,24737.3,823.1,273.1,1.603,1.292,0.0,101300.0,0.0,0.0,21425.2,1010000000000.0,Grid_Runs_out_run159187.txt,331000000000.0,,,,3.237961953,30.01304076,11.17138545,14.1191513
0,0.0,1.0,67817.2,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.58,0.15,714000000000.0,9.282,234.641,218.171,1.0,0.0,0.824,0.001,0.175,0.0,0.0,125.0,33908.6,789.1,273.1,1.58,1.292,0.0,101300.0,0.0,0.0,28987.1,1850000000000.0,Grid_Runs_out_run162578.txt,607000000000.0,,,,4.056801183,44.18123292,10.99674923,19.35379584
0,0.0,1.0,95398.4,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.564,0.16,1400000000000.0,9.136,278.338,256.548,1.0,0.0,0.814,0.001,0.185,0.0,0.0,125.0,47699.2,755.5,273.1,1.564,1.292,0.0,101300.0,0.0,0.0,40329.8,3590000000000.0,Grid_Runs_out_run163151.txt,1180000000000.0,,,,5.330665607,67.05940944,10.87526316,27.22496884
0,0.0,1.0,114295.5,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.555,0.17,1990000000000.0,9.301,304.629,279.487,1.0,0.0,0.804,0.001,0.195,0.0,0.0,125.0,57147.8,722.4,273.1,1.555,1.292,0.0,101300.0,0.0,0.0,47891.7,5060000000000.0,Grid_Runs_out_run157604.txt,1650000000000.0,,,,6.120719393,87.09827807,10.80692724,32.6178576
0,0.0,1.0,103018.8,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.551,0.18,1620000000000.0,9.373,288.809,265.697,1.0,0.0,0.795,0.001,0.204,0.0,0.0,125.0,51509.4,689.8,273.1,1.551,1.292,0.0,101300.0,0.0,0.0,42850.5,4050000000000.0,Grid_Runs_out_run161300.txt,1330000000000.0,,,,5.393145357,85.46984685,10.77655573,29.39969245
0,0.0,1.0,70050.3,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.554,0.19,749000000000.0,9.459,237.517,220.707,1.0,0.0,0.785,0.001,0.214,0.0,0.0,125.0,35025.1,657.6,273.1,1.554,1.292,0.0,101300.0,0.0,0.0,28987.1,1850000000000.0,Grid_Runs_out_run147728.txt,607000000000.0,,,,3.690562188,63.61775054,10.79933437,19.99108198
0,0.0,1.0,42794.9,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.562,0.2,281000000000.0,9.235,185.168,174.27,1.0,0.0,0.775,0.001,0.224,0.0,0.0,125.0,21397.5,625.8,273.1,1.562,1.292,0.0,101300.0,0.0,0.0,17644.3,687000000000.0,Grid_Runs_out_run153681.txt,225000000000.0,,,,2.315019562,42.75806274,10.8600774,12.21288637
0,0.0,1.0,26021.9,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.577,0.21,105000000000.0,8.554,144.152,137.418,1.0,0.0,0.766,0.001,0.233,0.0,0.0,125.0,13010.9,594.5,273.1,1.577,1.292,0.0,101300.0,0.0,0.0,10712.6,253000000000.0,Grid_Runs_out_run149274.txt,82950000000.0,,,,1.483632085,28.76439847,10.97397059,7.426177135
0,0.0,1.0,15308.0,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.597,0.22,36700000000.0,8.14,110.458,106.742,1.0,0.0,0.756,0.001,0.243,0.0,0.0,125.0,7654.0,563.5,273.1,1.597,1.292,0.0,101300.0,0.0,0.0,6301.5,87636309902.0,Grid_Runs_out_run159367.txt,28626000000.0,,,,0.933964239,18.83144099,11.12582817,4.368624873
0,0.0,1.0,8785.2,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.624,0.23,12300000000.0,8.128,83.665,82.009,1.0,0.0,0.746,0.001,0.253,0.0,0.0,125.0,4392.6,532.9,273.1,1.624,1.292,0.0,101300.0,0.0,0.0,3623.4,28975354713.0,Grid_Runs_out_run159459.txt,9471000000.0,1.294,6.834,3.0,0.584575798,12.10560396,11.33083591,2.507136349
0,0.0,1.0,5325.4,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.659,0.24,4620000000.0,6.905,65.225,64.753,1.0,0.0,0.736,0.001,0.263,0.0,0.0,125.0,2662.7,502.6,273.1,1.659,1.292,0.0,101300.0,0.0,0.0,2205.5,10735204588.0,Grid_Runs_out_run149754.txt,3511200000.0,1.399,5.506,3.0,0.393332284,8.281788065,11.59658669,1.519772335
0,0.0,1.0,2836.1,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.701,0.25,1340000000.0,7.09,47.663,48.085,1.0,0.0,0.727,0.001,0.272,0.0,0.0,125.0,1418.1,472.7,273.1,1.701,1.292,0.0,101300.0,0.0,0.0,1181.5,3080801047.0,Grid_Runs_out_run146047.txt,1005000000.0,1.944,5.146,3.0,0.234824552,5.013071008,11.91548762,0.809371375
0,0.0,1.0,1406.8,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.752,0.26,340000000.0,6.591,33.633,34.542,1.0,0.0,0.717,0.001,0.282,0.0,0.0,125.0,703.4,443.2,273.1,1.752,1.292,0.0,101300.0,0.0,0.0,590.8,770330644.0,Grid_Runs_out_run157465.txt,251600000.0,30.655,-24.064,2.0,0.132064103,2.848437577,12.30272446,0.401475142
0,0.0,1.0,835.5,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.813,0.27,124000000.0,4.188,26.038,27.094,1.0,0.0,0.707,0.001,0.292,0.0,0.0,125.0,417.7,414.0,273.1,1.813,1.292,0.0,101300.0,0.0,0.0,354.5,277350325.8,Grid_Runs_out_run160443.txt,90520000.0,24.138,-19.95,2.0,0.089751234,1.955898691,12.76589009,0.238436509
0,0.0,1.0,595.0,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.89,0.28,65700000.0,3.79,22.146,23.235,1.0,0.0,0.698,0.001,0.301,0.0,0.0,125.0,297.5,384.5,273.1,1.89,1.292,0.0,101300.0,0.0,0.0,256.0,144635909.8,Grid_Runs_out_run149952.txt,47304000.0,21.004,-17.214,2.0,0.074392237,1.635183154,13.3505418,0.169802182
0,0.0,1.0,522.6,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.945,0.29,52100000.0,3.357,20.884,21.978,1.0,0.0,0.688,0.001,0.302,0.00939,0.0,125.0,261.3,373.2,273.1,1.945,1.292,0.0,101300.0,18.3,0.0,226.5,113222467.1,Grid_Runs_out_run150982.txt,36991000.0,19.964,-16.607,2.0,0.071873345,1.534677233,13.76815015,0.149140538
0,0.0,1.0,452.7,0.0,125.0,1100.0,0.03,1000.0,2500.0,1.987,0.3,40000000.0,3.236,19.52,20.613,1.0,0.0,0.678,0.001,0.295,0.0255,0.0,125.0,226.3,373.2,273.1,1.987,1.292,0.0,101300.0,50.6,0.0,196.9,85563321.18,Grid_Runs_out_run160902.txt,28000000.0,18.869,-15.633,2.0,0.066499287,1.332968386,14.08705108,0.129192349
0,0.0,1.0,383.4,0.0,125.0,1100.0,0.03,1000.0,2500.0,2.031,0.31,29300000.0,3.39,18.041,19.128,1.0,0.0,0.669,0.001,0.289,0.0415,0.0,125.0,191.7,373.2,273.1,2.031,1.292,0.0,101300.0,84.4,0.0,167.4,61845358.11,Grid_Runs_out_run159575.txt,20217000.0,17.726,-14.336,2.0,0.060115486,1.131940987,14.42113777,0.109415389
0,0.0,1.0,337.0,0.0,125.0,1100.0,0.03,1000.0,2500.0,2.077,0.32,23100000.0,3.165,16.991,18.071,1.0,0.0,0.659,0.001,0.282,0.0576,0.0,125.0,168.5,373.2,273.1,2.077,1.292,0.0,101300.0,120.0,0.0,147.7,48145665.25,Grid_Runs_out_run154277.txt,15708000.0,16.927,-13.762,2.0,0.056342566,0.997695572,14.77041022,0.096173673
0,0.0,1.0,313.2,0.0,125.0,1100.0,0.03,1000.0,2500.0,2.124,0.33,20500000.0,2.684,16.466,17.54,1.0,0.0,0.649,0.001,0.276,0.0737,0.0,125.0,156.6,373.2,273.1,2.124,1.292,0.0,101300.0,157.0,0.0,137.8,41907778.17,Grid_Runs_out_run163890.txt,13735000.0,16.512,-13.828,2.0,0.055713316,0.93023214,15.12727554,0.089381585
0,0.0,1.0,267.5,0.0,125.0,1100.0,0.03,1000.0,2500.0,2.174,0.34,15300000.0,2.715,15.29,16.349,1.0,0.0,0.64,0.001,0.27,0.0898,0.0,125.0,133.8,373.2,273.1,2.174,1.292,0.0,101300.0,195.0,0.0,118.2,30834091.32,Grid_Runs_out_run162458.txt,10098000.0,15.658,-12.943,2.0,0.050660857,0.796668173,15.5069195,0.076339636
0,0.0,1.0,233.0,0.0,125.0,1100.0,0.03,1000.0,2500.0,2.227,0.35,11900000.0,2.772,14.34,15.384,1.0,0.0,0.63,0.001,0.263,0.106,0.0,125.0,116.5,373.2,273.1,2.227,1.292,0.0,101300.0,236.0,0.0,103.4,23595939.76,Grid_Runs_out_run157124.txt,7735000.0,14.977,-12.205,2.0,0.046980606,0.695813749,15.90934211,0.066493964
